baseline,num_repaired,num_sample_evaluable,repaired_success_rate,scaffold_preservation,editable_validity,anchor_validity,clash_free_rate,mean_clash_count,mean_qed,mean_logp,mean_posebusters_like_pass,mean_contact_fingerprint_similarity,mean_contact_recovery,mean_vina_like_proxy,mean_ligand_efficiency_proxy,mean_sa_fallback,source
best_of_n,72,72,0.8194444444444444,1.0,1.0,1.0,0.8194444444444444,0.2361111111111111,0.3869149131879347,2.076437500000004,0.8194444444444444,0.9421554862116943,0.9775528205438254,0.9999527501018061,0.03354461250181715,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
coordinate_rollback,72,72,1.0,1.0,1.0,1.0,1.0,0.0,0.378909725798289,1.765858333333336,1.0,1.0,1.0,0.36313889943491623,0.011487333836579083,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
direct_regeneration,72,72,0.7361111111111112,1.0,1.0,0.9861111111111112,0.75,0.3333333333333333,0.36655818207198687,1.8332166666666687,0.75,0.8509030151366912,0.9270568307009874,1.3440822483633583,0.04595364053110043,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_geometry_refinement,72,72,0.875,1.0,1.0,0.9166666666666666,0.9583333333333334,0.041666666666666664,0.36655818207198687,1.8332166666666687,0.9583333333333334,0.887948152399617,0.9415755990744687,0.6486382559697763,0.022894800434379012,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_kernel_geometry_policy,72,72,0.8472222222222222,1.0,1.0,1.0,0.8472222222222222,0.19444444444444445,0.36655818207198687,1.8332166666666687,0.8472222222222222,0.9168162173844867,0.9619935345359628,0.9324864465528572,0.03134015181001397,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_knn_geometry_policy,72,72,0.7916666666666666,1.0,1.0,0.9305555555555556,0.8333333333333334,0.3194444444444444,0.36655818207198687,1.8332166666666687,0.8333333333333334,0.8474443947967529,0.9272552622956886,1.3083269777314688,0.04200290033340465,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_learned_geometry_policy,72,72,0.875,1.0,1.0,0.9861111111111112,0.8888888888888888,0.19444444444444445,0.36655818207198687,1.8332166666666687,0.8888888888888888,0.9198279551674388,0.9614017005801586,0.9588395141442732,0.028866685916514114,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_linear_refinement,72,72,0.8194444444444444,1.0,1.0,1.0,0.8194444444444444,0.2361111111111111,0.36655818207198687,1.8332166666666687,0.8194444444444444,0.9266930550413505,0.9699966047850701,1.0389343680171208,0.034839246891459105,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_residual_ensemble_policy,72,72,0.9027777777777778,1.0,1.0,0.9861111111111112,0.9027777777777778,0.1527777777777778,0.36655818207198687,1.8332166666666687,0.9027777777777778,0.9125997706781782,0.9595457989762219,0.8687347590456722,0.02698727341072092,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_rule_repair,72,72,1.0,1.0,1.0,1.0,1.0,0.0,0.36655818207198687,1.8332166666666687,1.0,1.0,1.0,0.34966723276824957,0.011043532721094606,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
identity_failed_candidate,72,72,0.8194444444444444,1.0,1.0,1.0,0.8194444444444444,0.2361111111111111,0.36655818207198687,1.8332166666666687,0.8194444444444444,0.9421554862116943,0.9775528205438254,1.0485969167684734,0.03520330889501882,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
no_feedback_repair,72,72,0.8194444444444444,1.0,1.0,1.0,0.8194444444444444,0.2361111111111111,0.36655818207198687,1.8332166666666687,0.8194444444444444,0.9421554862116943,0.9775528205438254,1.0485969167684734,0.03520330889501882,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
rerank_only,72,72,0.8194444444444444,1.0,1.0,1.0,0.8194444444444444,0.2361111111111111,0.36655818207198687,1.8332166666666687,0.8194444444444444,0.9421554862116943,0.9775528205438254,1.0485969167684734,0.03520330889501882,3.773333333333335,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
