anchor_validity,baseline,clash_free_rate,editable_validity,mean_clash_count,mean_contact_fingerprint_similarity,mean_contact_recovery,mean_ligand_efficiency_proxy,mean_logp,mean_posebusters_like_pass,mean_qed,mean_sa_fallback,mean_vina_like_proxy,num_complexes,num_repaired,num_repaired_records,num_sample_evaluable,repaired_success_rate,scaffold_preservation,source,split
0.8571428571428571,best_of_n,0.7142857142857143,1.0,0.7380952380952381,0.8905277097518594,0.971514254938168,0.059316693953648324,3.393866666666669,0.7142857142857143,0.3675489252230109,4.085000000000001,1.9528870991279865,6,42,504,42,0.6666666666666666,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
1.0,coordinate_rollback,1.0,1.0,0.0,1.0,1.0,0.006129407853647108,2.957666666666669,1.0,0.3491881669897959,4.085000000000001,0.19903367331540173,6,42,504,42,1.0,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.7619047619047619,direct_regeneration,0.5476190476190477,1.0,1.119047619047619,0.7815325223497124,0.9307835264571536,0.10443521500451569,3.038938095238097,0.5476190476190477,0.34200299428826497,4.085000000000001,2.8867857781282154,6,42,504,42,0.47619047619047616,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.8333333333333334,feedback_geometry_refinement,0.9523809523809523,1.0,0.07142857142857142,0.8883533787012674,0.9457714957929488,0.02228339126477529,3.038938095238097,0.9523809523809523,0.34200299428826497,4.085000000000001,0.5672779772001922,6,42,504,42,0.8095238095238095,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.8571428571428571,feedback_kernel_geometry_policy,0.7619047619047619,1.0,0.5,0.8786628998910945,0.9571286931341279,0.04764052093170995,3.038938095238097,0.7619047619047619,0.34200299428826497,4.085000000000001,1.5006543918208213,6,42,504,42,0.6904761904761905,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.7619047619047619,feedback_knn_geometry_policy,0.8095238095238095,1.0,0.21428571428571427,0.8457929055157355,0.9372320526639749,0.04135921683896535,3.038938095238097,0.8095238095238095,0.34200299428826497,4.085000000000001,0.9480943024059595,6,42,504,42,0.6190476190476191,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.8809523809523809,feedback_learned_geometry_policy,0.8571428571428571,1.0,0.23809523809523808,0.8920026756893561,0.9551323870045265,0.03172995997479197,3.038938095238097,0.8571428571428571,0.34200299428826497,4.085000000000001,0.9020451627035084,6,42,504,42,0.7619047619047619,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
1.0,feedback_linear_refinement,0.8809523809523809,1.0,0.14285714285714285,0.9421311121863425,0.9765649250918131,0.02550008047674355,3.038938095238097,0.8809523809523809,0.34200299428826497,4.085000000000001,0.6286659878738732,6,42,504,42,0.8809523809523809,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
1.0,feedback_rule_repair,1.0,1.0,0.0,0.9895673486786019,0.9927536231884059,0.008214821257589386,3.038938095238097,1.0,0.34200299428826497,4.085000000000001,0.22485276681740943,6,42,504,42,1.0,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
0.8571428571428571,identity_failed_candidate,0.7142857142857143,1.0,0.7380952380952381,0.8905277097518594,0.971514254938168,0.06187215003626461,3.038938095238097,0.7142857142857143,0.34200299428826497,4.085000000000001,2.0238728134137007,6,42,504,42,0.6666666666666666,1.0,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies,train
