baseline,num_repaired,num_sample_evaluable,repaired_success_rate,repair_gain_success_rate,scaffold_preservation,editable_validity,anchor_validity,clash_free_rate,mean_clash_count,mean_qed,mean_logp,mean_posebusters_like_pass,mean_contact_fingerprint_similarity,mean_contact_fingerprint_similarity_gain,mean_contact_recovery,mean_contact_recovery_gain,mean_vina_like_proxy,mean_vina_like_gain,mean_anchor_error_reduction,mean_clash_count_reduction,mean_internal_candidate_budget,internal_budget_types,mean_ligand_efficiency_proxy,mean_sa_fallback,source
best_of_n,19,19,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.39129966622129625,1.0838421052631615,1.0,0.8717112276357499,0.0,0.888054515975095,0.0,0.6231161861490462,0.06840842105263184,0.0,0.0,16.105263157894736,['candidate_pool_selection'],0.01912350188968688,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
coordinate_rollback,19,19,1.0,0.8947368421052632,1.0,1.0,1.0,1.0,0.0,0.3962849946115537,0.7418000000000013,1.0,1.0,0.12828877236425007,1.0,0.11194548402490483,0.5856375815133097,0.10588702568836815,0.0,0.0,1.0,['reference_or_rule_copy'],0.018543076608979026,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
direct_regeneration,19,19,0.7368421052631579,0.0,1.0,1.0,1.0,0.7368421052631579,0.3157894736842105,0.3962849946115537,0.7418000000000013,0.7368421052631579,0.789792963744202,-0.08191826389154777,0.8577194955154,-0.030335020459694956,1.5239462328629696,-0.8324216256612914,-0.5000000000000003,-0.3157894736842105,16.105263157894736,['candidate_pool_index_selection'],0.047096056076507076,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_budgeted_learned_editable_contact_policy,19,19,1.0,0.3684210526315789,1.0,1.0,1.0,1.0,0.0,0.3962849946115537,0.7418000000000013,1.0,0.9006954043785472,0.028984176742797425,0.9279209314515674,0.0398664154764723,0.6658599153164791,0.025664691885198775,0.0,0.0,10.0,['editable_offset_selection'],0.02039310364175059,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_editable_contact_policy,19,19,1.0,0.5789473684210527,1.0,1.0,1.0,1.0,0.0,0.3962849946115537,0.7418000000000013,1.0,0.9244201412622465,0.05270891362649661,0.9488488133752673,0.06079429740017211,0.7079312208992825,-0.01640661369760456,0.0,0.0,10.0,['editable_offset_selection'],0.022170897476428336,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_editable_full_policy,19,19,1.0,0.5789473684210527,1.0,1.0,1.0,1.0,0.0,0.3962849946115537,0.7418000000000013,1.0,0.9244201412622465,0.05270891362649661,0.9488488133752673,0.06079429740017211,0.7079312208992825,-0.01640661369760456,0.0,0.0,10.0,['editable_offset_selection'],0.022170897476428336,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_editable_geometry_only_policy,19,19,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3962849946115537,0.7418000000000013,1.0,0.8717112276357499,0.0,0.888054515975095,0.0,0.691524607201678,0.0,0.0,0.0,10.0,['editable_offset_selection'],0.021002029782695268,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_editable_global_only_policy,19,19,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3962849946115537,0.7418000000000013,1.0,0.8717112276357499,0.0,0.888054515975095,0.0,0.691524607201678,0.0,0.0,0.0,10.0,['editable_offset_selection'],0.021002029782695268,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_editable_interaction_only_policy,19,19,0.631578947368421,0.5263157894736842,1.0,1.0,1.0,0.631578947368421,0.8421052631578947,0.3962849946115537,0.7418000000000013,0.631578947368421,0.8560195265205504,-0.01569170111519965,0.939045209538088,0.050990693562992954,2.487178740974424,-1.7956541337727459,0.0,-0.8421052631578947,10.0,['editable_offset_selection'],0.0749536804627494,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_geometry_refinement,19,19,0.8421052631578947,0.05263157894736842,1.0,1.0,0.8421052631578947,1.0,0.0,0.3962849946115537,0.7418000000000013,1.0,0.8020288923192552,-0.0696823353164946,0.8733323657720015,-0.014722150203093934,0.7728725385637063,-0.08134793136202838,-0.7368421052631581,0.0,16.105263157894736,['candidate_pool_selection'],0.025204927068299774,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_kernel_geometry_policy,19,19,0.7894736842105263,0.0,1.0,1.0,1.0,0.7894736842105263,0.21052631578947367,0.3962849946115537,0.7418000000000013,0.7894736842105263,0.8269745357747886,-0.04473669186096124,0.8831986262507845,-0.004855889724310783,1.1720760109929715,-0.4805514037912938,-0.32283206088998895,-0.21052631578947367,1.0,['single_policy_output'],0.03617913241563881,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_knn_geometry_policy,19,19,0.7368421052631579,0.05263157894736842,1.0,1.0,0.8421052631578947,0.8947368421052632,0.10526315789473684,0.3962849946115537,0.7418000000000013,0.8947368421052632,0.8045559533055787,-0.06715527433017113,0.8882949267847279,0.00024041080963279148,1.0802626331961234,-0.38873802599444535,-0.7368421052631581,-0.10526315789473684,1.0,['single_policy_output'],0.03516820060831947,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_learned_editable_contact_policy,19,19,0.9473684210526315,0.2631578947368421,1.0,1.0,1.0,0.9473684210526315,0.05263157894736842,0.3962849946115537,0.7418000000000013,0.9473684210526315,0.8739665786569811,0.002255351021231247,0.9034380835897838,0.015383567614688906,0.7632307612202602,-0.0717061540185823,0.0,-0.05263157894736842,1.0,['single_policy_output'],0.023464270083770788,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_learned_geometry_policy,19,19,0.8421052631578947,0.15789473684210525,1.0,1.0,0.8947368421052632,0.8947368421052632,0.10526315789473684,0.3962849946115537,0.7418000000000013,0.8947368421052632,0.8015922703372216,-0.07011895729852827,0.8712420105736604,-0.016812505401434613,0.9889869330566736,-0.29746232585499566,-0.48729316736765194,-0.10526315789473684,1.0,['single_policy_output'],0.02971685351382998,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_linear_refinement,19,19,0.8947368421052632,0.05263157894736842,1.0,1.0,1.0,0.8947368421052632,0.15789473684210525,0.3962849946115537,0.7418000000000013,0.8947368421052632,0.8287619077533425,-0.04294931988240744,0.8770582753735915,-0.010996240601503756,1.0580420161070372,-0.36651740890535905,-0.3048225918983349,-0.15789473684210525,1.0,['single_policy_output'],0.033020540990746555,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_residual_ensemble_policy,19,19,0.8947368421052632,0.05263157894736842,1.0,1.0,0.8947368421052632,1.0,0.0,0.3962849946115537,0.7418000000000013,1.0,0.8207323457205096,-0.05097888191524038,0.8777575028275336,-0.010297013147561549,0.810818224216325,-0.11929361701464711,-0.5378276431957713,0.0,7.0,['residual_offset_selection'],0.025920996164803162,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_ridge_editable_contact_policy,19,19,0.7894736842105263,0.10526315789473684,1.0,1.0,1.0,0.7894736842105263,0.3157894736842105,0.3962849946115537,0.7418000000000013,0.7894736842105263,0.8494465230060799,-0.0222647046296701,0.9008834633435161,0.01282894736842106,1.3185405241429928,-0.627015916941315,0.0,-0.3157894736842105,1.0,['single_policy_output'],0.03929318714750044,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_rule_repair,19,19,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3962849946115537,0.7418000000000013,1.0,0.8717112276357499,0.0,0.888054515975095,0.0,0.691524607201678,0.0,0.0,0.0,1.0,['reference_or_rule_copy'],0.021002029782695268,3.8584210526315768,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
